filename,width,height,class,xmin,ymin,xmax,ymax
window8.jpg,5472,3648,window,1839,137,2150,705
window8.jpg,5472,3648,window,3174,111,3482,703
window8.jpg,5472,3648,window,3953,116,4279,708
window8.jpg,5472,3648,window,4739,111,5082,703
window8.jpg,5472,3648,window,3171,1147,3487,1734
window8.jpg,5472,3648,window,3963,1139,4276,1726
window8.jpg,5472,3648,window,4763,1126,5092,1734
window8.jpg,5472,3648,window,3179,2168,3508,2763
window8.jpg,5472,3648,window,3974,2161,4295,2779
window8.jpg,5472,3648,window,4784,2155,5137,2787
present39.jpg,1920,1280,present,129,323,594,786
present39.jpg,1920,1280,present,592,549,1090,1066
present39.jpg,1920,1280,present,1021,370,1708,1031
car8.jpg,4032,3024,car,2759,1785,3678,2383
car8.jpg,4032,3024,car,2374,1815,2928,2198
chair16.jpg,4000,3100,chair,307,2300,1041,3100
chair16.jpg,4000,3100,chair,1229,2166,1693,2778
chair16.jpg,4000,3100,chair,1710,2224,2307,3039
card16.jpg,5504,8256,card,1960,5306,4182,6878
chair3.jpg,5628,3752,chair,755,1828,1579,3136
chair3.jpg,5628,3752,chair,2197,1978,3178,3692
car19.jpg,4032,3024,car,1475,1293,3403,2546
sign26.jpg,5184,3456,sign,57,330,1431,2372
door52.jpg,5869,4000,door,1845,1135,2607,2758
door52.jpg,5869,4000,door,3257,1115,4072,2758
card29.jpg,3000,2000,card,1656,1184,2489,1800
house4.jpg,3008,4911,house,1635,2435,2260,2887
tree38.jpg,6016,4016,tree,2073,2079,3929,3729
cake41.jpg,3495,5242,cake,627,1599,2877,3799
plate40.jpg,4303,2869,plate,857,306,3235,2671
car66.jpg,3888,2592,car,818,678,3542,1562
cake19.jpg,3847,5769,cake,891,816,3245,4107
door18.jpg,3504,2336,door,2267,473,2832,2048
bench0.jpg,3264,4928,bench,304,1960,2597,3967
house65.jpg,2880,1890,house,1279,1026,1826,1423
house65.jpg,2880,1890,house,1976,1205,2341,1455
balloon16.jpg,4770,3180,balloon,1537,1317,2392,2557
balloon16.jpg,4770,3180,balloon,2397,1232,3292,2602
balloon16.jpg,4770,3180,balloon,1962,177,2912,1502
clock12.jpg,4711,3456,clock,1810,1251,2795,2377
bench29.jpg,2821,3527,bench,384,2199,1180,2534
tree18.jpg,4908,3331,tree,731,1968,1211,3298
tree18.jpg,4908,3331,tree,1241,1618,2291,2973
tree18.jpg,4908,3331,tree,2261,1443,3451,2753
tree18.jpg,4908,3331,tree,3541,1208,4226,2608
tree18.jpg,4908,3331,tree,4316,1333,4876,2478
motorcycle37.jpg,6000,3376,motorcycle,2190,1440,4946,3090
sign66.jpg,3872,2592,sign,2118,430,3382,1926
tree53.jpg,3840,2160,tree,1114,90,2586,1594
house38.jpg,5969,3979,house,1625,1992,3144,2974
house38.jpg,5969,3979,house,3369,1867,4837,2930
house38.jpg,5969,3979,house,1,1217,1481,3921
house38.jpg,5969,3979,house,4694,1749,5919,2511
plate55.jpg,6000,4000,plate,2846,234,4252,1696
plate55.jpg,6000,4000,plate,2790,1896,4196,3327
plate55.jpg,6000,4000,plate,4077,2709,5309,3965
plate55.jpg,6000,4000,plate,4021,1209,5452,2621
plate55.jpg,6000,4000,plate,5140,246,6000,1697
plate55.jpg,6000,4000,plate,5190,2146,6000,3393
window61.jpg,5100,3340,window,183,2456,625,3198
window61.jpg,5100,3340,window,204,1266,625,2051
window61.jpg,5100,3340,window,1499,1298,1894,2035
window61.jpg,5100,3340,window,2778,1266,3178,2051
window61.jpg,5100,3340,window,3831,1277,4268,2040
window61.jpg,5100,3340,window,199,156,641,856
window61.jpg,5100,3340,window,1478,156,1899,830
window61.jpg,5100,3340,window,2747,135,3194,851
window61.jpg,5100,3340,window,3815,135,4247,830
clock40.jpg,1563,2529,clock,821,1724,1306,2235
sign35.jpg,4480,2520,sign,1360,435,2710,1762
chair63.jpg,5065,3377,chair,2619,117,4654,3377
chair63.jpg,5065,3377,chair,698,70,2692,3377
bicycle64.jpg,6000,4000,bicycle,615,577,5209,3477
plate23.jpg,5468,3645,plate,2731,1509,4275,3103
cake22.jpg,3753,5629,cake,635,2473,3117,5055
car20.jpg,5836,3335,car,444,2270,2262,3023
clock28.jpg,5866,3916,clock,2538,1608,3277,2327
door14.jpg,3000,4000,door,1427,1627,2477,3877
bench15.jpg,6000,4000,bench,1765,1259,5134,3746
card60.jpg,5469,3646,card,963,1461,2008,2829
present48.jpg,4032,3024,present,1236,1159,2850,2555
bench50.jpg,5472,3648,bench,1818,2411,2945,3366
bench50.jpg,5472,3648,bench,1116,2321,2282,3205
bench50.jpg,5472,3648,bench,2716,2024,3224,2447
card54.jpg,5111,3402,card,1448,1027,3676,2420
window10.jpg,3983,5966,window,193,1229,454,1632
window10.jpg,3983,5966,window,715,1244,966,1620
window10.jpg,3983,5966,window,1071,1276,1315,1627
window10.jpg,3983,5966,window,1417,1268,1668,1624
window10.jpg,3983,5966,window,1927,1283,2188,1620
window10.jpg,3983,5966,window,80,2351,361,2724
window10.jpg,3983,5966,window,844,2351,1115,2715
window10.jpg,3983,5966,window,1283,2354,1568,2722
window10.jpg,3983,5966,window,2012,2366,2312,2720
window10.jpg,3983,5966,window,17,3261,334,3649
window10.jpg,3983,5966,window,798,3285,1110,3663
window10.jpg,3983,5966,window,1256,3280,1549,3656
window10.jpg,3983,5966,window,2015,3273,2315,3659
window10.jpg,3983,5966,window,7,4229,293,4588
window10.jpg,3983,5966,window,773,4239,1078,4595
window10.jpg,3983,5966,window,1246,4234,1546,4600
window10.jpg,3983,5966,window,2027,4222,2332,4607
window10.jpg,3983,5966,window,83,5246,329,5666
window10.jpg,3983,5966,window,656,5241,907,5651
window10.jpg,3983,5966,window,1017,5239,1261,5659
window10.jpg,3983,5966,window,1368,5237,1610,5649
window10.jpg,3983,5966,window,1951,5234,2193,5666
window10.jpg,3983,5966,window,2302,5222,2549,5663
window10.jpg,3983,5966,window,2651,5237,2900,5663
window10.jpg,3983,5966,window,3229,5239,3493,5673
window10.jpg,3983,5966,window,3571,5227,3851,5666
window10.jpg,3983,5966,window,2493,4222,2793,4602
window10.jpg,3983,5966,window,3263,4237,3593,4607
window10.jpg,3983,5966,window,3729,4222,3983,4607
window10.jpg,3983,5966,window,2468,3268,2776,3661
window10.jpg,3983,5966,window,3237,3259,3537,3659
window10.jpg,3983,5966,window,3688,3256,3983,3652
window10.jpg,3983,5966,window,2466,2359,2759,2720
window10.jpg,3983,5966,window,3212,2344,3512,2724
window10.jpg,3983,5966,window,3654,2354,3934,2720
window10.jpg,3983,5966,window,2278,1275,2524,1628
window10.jpg,3983,5966,window,2637,1277,2880,1628
window10.jpg,3983,5966,window,3139,1281,3396,1628
window10.jpg,3983,5966,window,3490,1287,3727,1628
mug4.jpg,5472,3648,mug,3366,1193,5155,2904
mug48.jpg,5010,3340,mug,2086,335,3912,2751
motorcycle34.jpg,3447,5168,motorcycle,766,2921,2440,4677
motorcycle43.jpg,3012,1997,motorcycle,717,537,2576,1915
balloon63.jpg,5504,8256,balloon,645,1121,4908,6496
balloon63.jpg,5504,8256,balloon,308,3146,1095,4334
tree20.jpg,3264,2448,tree,26,25,2626,2255
tree20.jpg,3264,2448,tree,2608,1329,3264,2176
balloon44.jpg,2563,4272,balloon,764,359,2058,2072
window9.jpg,6000,4000,window,1021,740,2215,2952
window9.jpg,6000,4000,window,3859,490,5552,3184
card28.jpg,2568,2640,card,199,1689,1159,2527
car1.jpg,3283,2220,car,1398,1398,2503,1900
window5.jpg,6000,3376,window,286,575,778,1208
window5.jpg,6000,3376,window,908,586,1308,1217
window5.jpg,6000,3376,window,231,1506,731,2161
window5.jpg,6000,3376,window,847,1517,1272,2147
window5.jpg,6000,3376,window,164,2492,678,3183
window5.jpg,6000,3376,window,797,2475,1197,3153
window5.jpg,6000,3376,window,1886,2506,2375,3158
window5.jpg,6000,3376,window,1919,1564,2386,2167
window5.jpg,6000,3376,window,1950,653,2375,1217
window5.jpg,6000,3376,window,2775,647,3233,1214
window5.jpg,6000,3376,window,3608,644,4069,1211
window5.jpg,6000,3376,window,2775,1556,3242,2153
window5.jpg,6000,3376,window,3625,1553,4094,2142
window5.jpg,6000,3376,window,2775,2511,3253,3139
window5.jpg,6000,3376,window,3639,2517,4119,3139
window5.jpg,6000,3376,window,4811,2469,5214,3114
window5.jpg,6000,3376,window,5353,2464,5900,3144
window5.jpg,6000,3376,window,4764,1503,5156,2125
window5.jpg,6000,3376,window,5289,1492,5803,2147
window5.jpg,6000,3376,window,4711,575,5103,1178
window5.jpg,6000,3376,window,5219,561,5744,1172
boat7.jpg,5301,3534,boat,220,1758,2509,3391
tree16.jpg,4896,3264,tree,2415,559,3720,1899
plate4.jpg,4316,2943,plate,192,1596,1415,2832
plate4.jpg,4316,2943,plate,1737,18,2869,1118
plate4.jpg,4316,2943,plate,2310,1109,4242,2927
plate2.jpg,3024,4032,plate,1452,1962,2902,3418
car46.jpg,5184,3456,car,2747,3080,3467,3416
car46.jpg,5184,3456,car,2122,3002,2718,3369
car46.jpg,5184,3456,car,1635,3067,2122,3341
car46.jpg,5184,3456,car,1057,3006,1459,3314
window62.jpg,3728,2848,window,514,1138,775,1573
window62.jpg,3728,2848,window,1235,1156,1457,1660
window62.jpg,3728,2848,window,2188,730,2596,1534
window62.jpg,3728,2848,window,2188,1821,2583,2595
window62.jpg,3728,2848,window,3014,2147,3353,2830
window62.jpg,3728,2848,window,3018,1186,3335,1899
window62.jpg,3728,2848,window,3475,1395,3728,1764
window62.jpg,3728,2848,window,3475,2286,3728,2678
plate46.jpg,4749,3456,plate,703,72,3929,3230
sign49.jpg,4032,2681,sign,1160,1088,1839,1805
mug51.jpg,5472,3648,mug,1266,1810,2516,3354
mug51.jpg,5472,3648,mug,2144,1637,3377,3098
sign30.jpg,3744,5616,sign,2581,1457,3529,2405
sign30.jpg,3744,5616,sign,2772,2386,3353,2971
tree39.jpg,3744,5616,tree,1758,3511,2058,3770
tree15.jpg,5760,3840,tree,1830,1405,3889,3840
tree15.jpg,5760,3840,tree,3912,1387,5631,3840
present50.jpg,2592,2964,present,1048,1352,2066,2366
bicycle40.jpg,4753,3408,bicycle,521,832,4152,3116
bicycle48.jpg,3681,2071,bicycle,1568,1254,2521,1910
boat18.jpg,5790,3860,boat,280,832,5574,3409
plate15.jpg,3802,5703,plate,1072,1341,3287,3475
plate15.jpg,3802,5703,plate,2215,3399,3325,4556
plate15.jpg,3802,5703,plate,1187,4209,2363,5347
card56.jpg,3792,5056,card,444,1399,3322,3390
boat55.jpg,5597,3731,boat,1252,1270,4711,2330
chair25.jpg,4032,3024,chair,394,1602,950,2543
chair25.jpg,4032,3024,chair,931,1590,1466,2487
chair25.jpg,4032,3024,chair,1269,1612,1913,2443
chair25.jpg,4032,3024,chair,2275,1602,2878,2549
chair25.jpg,4032,3024,chair,1647,1658,2422,2405
chair25.jpg,4032,3024,chair,1922,1762,2684,3024
tree40.jpg,2500,1667,tree,1027,375,2268,1311
ball9.jpg,3024,4032,ball,464,2362,1658,3593
bench46.jpg,4492,6774,bench,214,3063,4140,4668
balloon23.jpg,3096,4128,balloon,2269,168,2361,275
balloon23.jpg,3096,4128,balloon,1267,582,1380,721
balloon23.jpg,3096,4128,balloon,2285,651,2378,753
balloon23.jpg,3096,4128,balloon,2337,1006,2433,1116
balloon23.jpg,3096,4128,balloon,1343,1240,1454,1362
balloon23.jpg,3096,4128,balloon,1293,1808,1407,1938
balloon23.jpg,3096,4128,balloon,1300,2379,1411,2510
balloon23.jpg,3096,4128,balloon,2278,1856,2372,1962
balloon23.jpg,3096,4128,balloon,2298,1427,2383,1523
balloon23.jpg,3096,4128,balloon,2383,1427,2478,1529
balloon23.jpg,3096,4128,balloon,2257,2251,2343,2356
balloon23.jpg,3096,4128,balloon,2339,2260,2428,2356
balloon23.jpg,3096,4128,balloon,2320,2597,2415,2695
balloon23.jpg,3096,4128,balloon,1220,2925,1330,3053
balloon23.jpg,3096,4128,balloon,1241,3551,1352,3690
balloon23.jpg,3096,4128,balloon,2224,3038,2311,3149
balloon23.jpg,3096,4128,balloon,2311,3058,2400,3156
balloon23.jpg,3096,4128,balloon,2198,3408,2291,3536
balloon23.jpg,3096,4128,balloon,2172,3882,2265,4010
balloon23.jpg,3096,4128,balloon,2246,3929,2324,4029
bicycle27.jpg,4021,3010,bicycle,698,675,3298,2361
house30.jpg,5833,3620,house,954,601,5777,3206
window1.jpg,3793,2529,window,359,87,563,377
window1.jpg,3793,2529,window,712,89,907,375
window1.jpg,3793,2529,window,1168,96,1402,379
window1.jpg,3793,2529,window,359,650,561,961
window1.jpg,3793,2529,window,704,645,911,954
window1.jpg,3793,2529,window,1168,650,1411,961
window1.jpg,3793,2529,window,348,1188,570,1511
window1.jpg,3793,2529,window,704,1186,914,1507
window1.jpg,3793,2529,window,1170,1188,1412,1500
window1.jpg,3793,2529,window,361,1718,564,2039
window1.jpg,3793,2529,window,714,1720,921,2043
window1.jpg,3793,2529,window,1173,1723,1418,2034
window1.jpg,3793,2529,window,364,2255,568,2529
window1.jpg,3793,2529,window,725,2259,923,2527
window1.jpg,3793,2529,window,1175,2268,1413,2529
window1.jpg,3793,2529,window,1671,91,2134,380
window1.jpg,3793,2529,window,1670,643,2132,968
window1.jpg,3793,2529,window,2398,93,2632,379
window1.jpg,3793,2529,window,2404,646,2643,961
window1.jpg,3793,2529,window,2895,93,3095,377
window1.jpg,3793,2529,window,2889,650,3102,952
window1.jpg,3793,2529,window,1677,1191,2139,1493
window1.jpg,3793,2529,window,2411,1188,2646,1498
window1.jpg,3793,2529,window,2904,1184,3100,1491
window1.jpg,3793,2529,window,1673,1725,2143,2041
window1.jpg,3793,2529,window,2404,1723,2641,2034
window1.jpg,3793,2529,window,2902,1718,3105,2034
window1.jpg,3793,2529,window,1677,2264,2138,2529
window1.jpg,3793,2529,window,2405,2261,2638,2529
window1.jpg,3793,2529,window,2900,2259,3103,2529
window1.jpg,3793,2529,window,3259,2261,3458,2529
window1.jpg,3793,2529,window,3254,1720,3462,2029
window1.jpg,3793,2529,window,3246,646,3455,950
window1.jpg,3793,2529,window,3245,1184,3457,1498
window1.jpg,3793,2529,window,3243,100,3450,377
motorcycle49.jpg,5760,3840,motorcycle,1141,758,5112,3658
clock26.jpg,6000,4000,clock,2527,352,5102,2977
cake16.jpg,4249,3099,cake,293,480,3250,2733
cake54.jpg,5472,3648,cake,1377,865,3644,2182
boat50.jpg,2001,3000,boat,420,2215,1579,2456
plate5.jpg,5408,3605,plate,1428,689,3851,3139
house41.jpg,6000,4000,house,634,865,4027,3065
window47.jpg,2375,2969,window,207,422,1057,1145
window47.jpg,2375,2969,window,207,1768,1053,2472
window47.jpg,2375,2969,window,1653,1763,2212,2486
window47.jpg,2375,2969,window,1625,409,2230,1159
sign24.jpg,3000,4496,sign,846,623,2196,2365
car44.jpg,4000,2670,car,194,1295,2052,2107
car44.jpg,4000,2670,car,2089,1490,3606,2353
clock3.jpg,3318,2212,clock,112,704,1356,2048
card26.jpg,3000,3000,card,907,1076,2081,1917
chair2.jpg,5760,3840,chair,896,2580,1615,3576
chair2.jpg,5760,3840,chair,1487,2746,2405,3840
chair2.jpg,5760,3840,chair,2762,2597,3443,3471
chair2.jpg,5760,3840,chair,2045,2480,2555,3214
balloon14.jpg,4032,3024,balloon,1632,1314,2582,2527
cake17.jpg,3823,2903,cake,1217,318,3369,2188
mug56.jpg,2989,4513,mug,462,1731,2412,3273
bench25.jpg,5456,3637,bench,4493,2117,5253,2447
boat6.jpg,7952,5304,boat,2713,1630,5630,4680
window65.jpg,4896,3264,window,395,307,693,869
window65.jpg,4896,3264,window,1200,302,1503,889
window65.jpg,4896,3264,window,363,1317,683,1922
window65.jpg,4896,3264,window,1168,1319,1490,1892
window65.jpg,4896,3264,window,345,2352,678,2942
window65.jpg,4896,3264,window,1165,2362,1483,2947
window65.jpg,4896,3264,window,2620,2392,2940,2929
window65.jpg,4896,3264,window,3343,2399,3648,2962
window65.jpg,4896,3264,window,4235,2404,4558,2967
window65.jpg,4896,3264,window,2625,1322,2950,1884
window65.jpg,4896,3264,window,3328,1319,3655,1872
window65.jpg,4896,3264,window,4235,1319,4545,1892
window65.jpg,4896,3264,window,2633,284,2953,847
window65.jpg,4896,3264,window,3328,287,3650,852
window65.jpg,4896,3264,window,4208,282,4535,844
house27.jpg,3000,4496,house,3,773,2946,3808
balloon49.jpg,2908,4033,balloon,844,926,2050,2394
present52.jpg,6522,4348,present,2564,1877,3991,2883
present52.jpg,6522,4348,present,1230,2457,2598,3077
present52.jpg,6522,4348,present,3351,1017,5391,2710
present52.jpg,6522,4348,present,1370,1543,2778,2570
present52.jpg,6522,4348,present,1,1248,1183,2437
window60.jpg,3065,3065,window,658,1287,1197,1949
window60.jpg,3065,3065,window,639,2444,1180,3065
window60.jpg,3065,3065,window,663,63,1197,673
window60.jpg,3065,3065,window,2016,178,2539,806
window60.jpg,3065,3065,window,2020,1349,2549,1968
window60.jpg,3065,3065,window,1997,2463,2544,3059
house56.jpg,5616,3744,house,2711,533,5616,3240
balloon15.jpg,3008,2000,balloon,1857,459,2354,1083
sign38.jpg,4898,3265,sign,1776,915,3121,2345
door63.jpg,2363,2785,door,695,348,1675,2719
car22.jpg,5760,3840,car,2278,2243,5611,3525
car39.jpg,5184,3456,car,2025,2732,3466,3309
balloon32.jpg,4838,3870,balloon,1127,296,2416,1967
bicycle30.jpg,6000,4000,bicycle,1277,565,4527,3365
car13.jpg,4928,3264,car,1437,1793,2943,2763
car13.jpg,4928,3264,car,1240,1773,1737,2257
chair23.jpg,3024,4032,chair,308,2993,1228,4032
chair23.jpg,3024,4032,chair,1789,2925,2707,4032
boat48.jpg,4847,3231,boat,1206,1193,4106,2853
balloon57.jpg,2048,2560,balloon,551,183,753,438
balloon57.jpg,2048,2560,balloon,1211,2085,1333,2237
balloon57.jpg,2048,2560,balloon,1190,2247,1288,2365
present24.jpg,3008,2000,present,1017,668,1693,1265
plate52.jpg,4752,3168,plate,228,846,4368,2751
car35.jpg,4195,2786,car,399,1586,1868,2377
car35.jpg,4195,2786,car,1168,1342,2412,1868
car35.jpg,4195,2786,car,3425,1094,4195,1667
bicycle55.jpg,5456,3632,bicycle,1299,1503,4231,3428
cake57.jpg,5455,3637,cake,719,443,3608,3471
tree58.jpg,1920,1115,tree,482,62,1274,783
present15.jpg,1920,1256,present,551,666,1374,1221
window59.jpg,7135,4762,window,1740,376,2314,1008
window59.jpg,7135,4762,window,523,1676,1051,2164
window59.jpg,7135,4762,window,1790,1718,2284,2245
window59.jpg,7135,4762,window,1805,3124,2272,3724
door29.jpg,3248,4872,door,966,1316,2266,4201
cake43.jpg,2000,3000,cake,825,411,1616,1215
cake43.jpg,2000,3000,cake,184,993,1002,1793
cake43.jpg,2000,3000,cake,993,1406,1798,2215
mug21.jpg,5415,3615,mug,649,1455,1732,2666
ball19.jpg,4000,2654,ball,981,245,2619,1820
plate25.jpg,4994,3329,plate,1115,246,3815,2951
bicycle21.jpg,6000,4000,bicycle,1259,1165,4627,3215
sign8.jpg,3471,5644,sign,739,1335,2766,3544
present38.jpg,1920,1280,present,72,437,1019,1121
present38.jpg,1920,1280,present,649,264,1217,678
present38.jpg,1920,1280,present,970,417,1839,1098
balloon2.jpg,2319,3491,balloon,272,2174,1020,3127
balloon2.jpg,2319,3491,balloon,1251,448,1846,1195
chair46.jpg,4608,3456,chair,1,1776,393,2592
chair46.jpg,4608,3456,chair,423,1788,1052,2559
chair46.jpg,4608,3456,chair,1081,1784,1685,2535
chair46.jpg,4608,3456,chair,1748,1773,2348,2531
chair46.jpg,4608,3456,chair,2419,1771,3009,2529
chair46.jpg,4608,3456,chair,3036,1784,3662,2524
chair46.jpg,4608,3456,chair,3677,1771,4321,2543
chair46.jpg,4608,3456,chair,4328,1771,4605,2530
bench17.jpg,5184,3456,bench,741,1340,4552,3182
sign44.jpg,5578,3719,sign,968,474,2215,1680
car56.jpg,4000,6000,car,2431,3722,4000,5479
car56.jpg,4000,6000,car,131,3840,1450,4940
car56.jpg,4000,6000,car,1617,3727,2185,4232
bench48.jpg,4032,2268,bench,2119,1399,3146,2060
boat40.jpg,3648,5472,boat,936,1239,3186,4214
chair44.jpg,3907,5861,chair,594,3576,1387,5102
chair44.jpg,3907,5861,chair,2645,3554,3435,5070
window36.jpg,3289,4934,window,1985,755,2524,1664
window36.jpg,3289,4934,window,294,1879,558,2758
window36.jpg,3289,4934,window,1,1942,227,2876
window36.jpg,3289,4934,window,279,3697,515,4639
window36.jpg,3289,4934,window,6,3773,212,4700
window36.jpg,3289,4934,window,1198,827,1435,1690
balloon54.jpg,1586,1983,balloon,630,432,915,804
bench51.jpg,5646,3769,bench,220,852,3171,3769
window13.jpg,3697,4621,window,161,375,1098,938
window13.jpg,3697,4621,window,1398,338,2332,908
window13.jpg,3697,4621,window,2632,350,3561,950
window13.jpg,3697,4621,window,161,1550,1103,2167
window13.jpg,3697,4621,window,1382,1533,2323,2129
window13.jpg,3697,4621,window,2611,1533,3536,2121
window13.jpg,3697,4621,window,182,2742,1123,3354
window13.jpg,3697,4621,window,1390,2750,2332,3317
window13.jpg,3697,4621,window,2598,2738,3544,3333
window13.jpg,3697,4621,window,148,3904,1103,4513
window13.jpg,3697,4621,window,1390,3921,2328,4500
window13.jpg,3697,4621,window,2607,3921,3544,4513
house5.jpg,5928,3952,house,2360,1466,3898,2397
house8.jpg,6000,4000,house,17,2,2271,4000
house8.jpg,6000,4000,house,1896,646,3909,4000
house8.jpg,6000,4000,house,3709,1346,5052,3759
house8.jpg,6000,4000,house,4571,1677,5946,3490
door12.jpg,4000,6000,door,571,2705,1986,5571
card9.jpg,4382,2921,card,1478,487,2903,2515
mug38.jpg,1667,2500,mug,396,1313,1515,2297
tree48.jpg,2644,4030,tree,43,217,2074,2980
cake31.jpg,3632,5456,cake,811,2765,2645,3906
bench26.jpg,5184,3456,bench,683,1361,4599,3082
ball1.jpg,4608,3072,ball,1291,652,3258,2633
cake5.jpg,4000,3649,cake,547,1161,2858,2677
door2.jpg,4608,3456,door,964,514,2422,3040
sign19.jpg,5966,3977,sign,3923,1648,4898,2623
sign19.jpg,5966,3977,sign,4123,2623,4635,3110
car12.jpg,5472,3648,car,1060,1093,4049,2398
car12.jpg,5472,3648,car,4028,1604,4626,1860
plate56.jpg,5223,3482,plate,2224,774,4214,2827
ball39.jpg,2048,3072,ball,611,2333,1116,2838
boat60.jpg,4000,2587,boat,785,1224,2827,1724
tree57.jpg,5616,3744,tree,1875,1845,3852,3157
bench44.jpg,4608,3072,bench,1302,1384,3168,2370
house36.jpg,4096,2730,house,1154,1650,3254,2379
house3.jpg,5228,7478,house,1552,4672,3058,6561
car9.jpg,3928,2740,car,849,2125,1902,2587
car9.jpg,3928,2740,car,2358,2158,3234,2496
car9.jpg,3928,2740,car,1308,2117,2208,2487
car9.jpg,3928,2740,car,3396,2178,3928,2485
car9.jpg,3928,2740,car,405,2155,711,2349
car9.jpg,3928,2740,car,178,2140,449,2320
tree17.jpg,4898,3265,tree,1076,485,3806,2520
tree13.jpg,3643,5464,tree,167,385,3643,4168
car53.jpg,4992,3328,car,1,2130,873,2443
car53.jpg,4992,3328,car,1891,2094,2761,2435
car53.jpg,4992,3328,car,2571,2096,3504,2494
car53.jpg,4992,3328,car,3627,2096,4250,2343
car53.jpg,4992,3328,car,4475,2118,4776,2224
car53.jpg,4992,3328,car,4181,2104,4378,2207
boat51.jpg,3624,5436,boat,920,1413,2611,3926
sign40.jpg,3730,2487,sign,1205,480,2532,1795
mug58.jpg,6016,4016,mug,1979,1598,3667,2679
present18.jpg,1920,1280,present,402,343,1270,911
mug1.jpg,2300,1549,mug,16,63,1209,1377
motorcycle25.jpg,5312,2988,motorcycle,1807,1478,3279,2620
clock39.jpg,4160,3120,clock,515,667,1410,1509
clock39.jpg,4160,3120,clock,1691,667,2563,1509
clock39.jpg,4160,3120,clock,2815,662,3701,1481
clock39.jpg,4160,3120,clock,1072,1719,2001,2628
clock39.jpg,4160,3120,clock,2253,1709,3205,2652
boat2.jpg,5438,3623,boat,1342,1518,4185,2368
mug59.jpg,6016,4016,mug,2548,1098,4660,3048
balloon39.jpg,3872,2592,balloon,1230,878,2186,1998
balloon39.jpg,3872,2592,balloon,714,850,1434,1790
present6.jpg,1920,1280,present,1037,31,1906,986
motorcycle19.jpg,3861,2456,motorcycle,28,50,3756,2410
tree52.jpg,5547,3703,tree,4766,1776,5203,2546
tree52.jpg,5547,3703,tree,5062,1767,5353,2383
tree52.jpg,5547,3703,tree,4643,1767,4864,2374
tree52.jpg,5547,3703,tree,3862,1652,4238,2617
tree52.jpg,5547,3703,tree,743,1206,1618,2725
tree52.jpg,5547,3703,tree,1510,1851,1910,2666
tree52.jpg,5547,3703,tree,2373,1447,2780,2077
tree52.jpg,5547,3703,tree,1810,925,2140,1380
tree52.jpg,5547,3703,tree,1392,855,1814,1358
tree52.jpg,5547,3703,tree,6,1155,473,2143
bicycle46.jpg,6118,4079,bicycle,74,1261,3949,3517
sign4.jpg,5184,2920,sign,967,14,3378,2041
door53.jpg,4032,3024,door,1532,500,2541,2700
card1.jpg,3225,4837,card,962,1515,2270,3338
boat59.jpg,3500,2247,boat,580,1067,3219,1564
card41.jpg,5472,3648,card,1914,2432,2871,3021
card41.jpg,5472,3648,card,2654,1168,3836,2918
window28.jpg,3286,4108,window,420,2550,1083,3781
window28.jpg,3286,4108,window,2183,2494,2895,3706
bicycle47.jpg,5436,3840,bicycle,450,605,4897,3446
door15.jpg,2333,3500,door,174,910,1169,2910
mug14.jpg,4000,2649,mug,1785,689,4000,2191
bench64.jpg,9523,9523,bench,999,6411,4781,8470
ball54.jpg,5619,3746,ball,688,2205,2135,3593
plate58.jpg,5542,3695,plate,1379,492,4144,3221
cake60.jpg,3456,5184,cake,273,3854,1257,4845
cake60.jpg,3456,5184,cake,1248,3962,2215,4837
cake60.jpg,3456,5184,cake,2190,3837,3198,4837
boat21.jpg,2741,3826,boat,1154,2561,1562,3164
ball47.jpg,6000,4000,ball,1809,627,4402,3209
house37.jpg,3024,4032,house,558,618,2364,2931
bench36.jpg,4114,2743,bench,2207,1731,3100,2215
chair47.jpg,4032,3024,chair,93,1426,864,2614
chair47.jpg,4032,3024,chair,750,1438,1412,2607
chair47.jpg,4032,3024,chair,1393,1450,1993,2633
chair47.jpg,4032,3024,chair,2033,1445,2629,2636
chair47.jpg,4032,3024,chair,2576,1436,3264,2633
chair47.jpg,4032,3024,chair,3155,1426,3943,2629
door24.jpg,3024,3955,door,1115,1380,2052,3384
bicycle2.jpg,5354,3569,bicycle,474,537,4985,3259
bicycle51.jpg,5792,8688,bicycle,1614,4451,3977,6284
plate30.jpg,4000,6000,plate,976,2124,2924,4090
bench27.jpg,3648,5472,bench,831,3524,2167,4426
chair20.jpg,3341,5226,chair,309,3297,1263,4891
chair20.jpg,3341,5226,chair,1300,3303,2194,4306
chair20.jpg,3341,5226,chair,2297,3288,3209,4922
chair40.jpg,6000,4000,chair,3497,2011,4250,2858
chair40.jpg,6000,4000,chair,4231,1992,5386,3119
mug5.jpg,3235,3235,mug,505,1945,1965,3185
sign48.jpg,4032,3024,sign,2964,482,3959,1496
card61.jpg,3648,5472,card,1850,3541,2784,4675
card62.jpg,5388,3592,card,1556,667,3824,2945
motorcycle28.jpg,7728,5796,motorcycle,1550,2502,6159,5329
balloon64.jpg,3024,4032,balloon,902,368,1902,1606
window35.jpg,3024,4032,window,389,2162,977,2731
window35.jpg,3024,4032,window,889,1031,1389,1818
window35.jpg,3024,4032,window,1896,1043,2433,1856
window35.jpg,3024,4032,window,902,85,1385,671
window35.jpg,3024,4032,window,1793,88,2332,630
tree44.jpg,4896,3264,tree,2060,1609,2920,2359
